"breedtegraad,""lengtegraad"",""CO2"",""CH4"",""NO2"",""NH3"""
82,77,198.37,2.39,50.81,0.03
82,78,104.26,3.68,53.94,0.03
82,79,156.22,2.22,58.07,0.03
82,80,107.46,3.88,33.83,0.03
82,81,164.19,2.41,42.97,0.03
82,82,174.84,2.51,47.13,0.02
82,83,188.77,2.69,47.31,0.02
82,84,192.74,2.03,53.38,0.02
82,85,120.95,3.06,55.03,0.02
82,86,170.11,3.12,36.23,0.03
82,87,191.09,3.7,46.63,0.03
82,88,164.85,3.64,37.87,0.04
82,89,195.79,3.36,39.95,0.03
82,90,170.14,2.71,39.98,0.03
82,91,112.25,3.11,59.68,0.04
82,92,149.62,2.04,48.58,0.04
82,93,185.73,2.03,54.84,0.02
82,94,163.19,3.23,59.3,0.03
82,95,145.4,2.29,32.19,0.03
82,96,188.65,2.48,49.74,0.02
82,97,187.55,2.61,43.31,0.03
82,98,146.29,2.52,51.66,0.03
82,99,152.61,3.66,33.89,0.03
83,0,183.63,2.32,46.54,0.03
83,1,152.83,3.84,37.17,0.03
83,2,193.53,2.44,35.39,0.03
83,3,184.13,3.69,51.27,0.03
83,4,199.91,3.87,37.29,0.03
83,5,140.18,2.34,36.36,0.04
83,6,198.74,2.04,44.15,0.02
83,7,139.64,2.54,58.37,0.03
83,8,196.5,2.44,58.84,0.02
83,9,157.55,3.37,39.24,0.02
83,10,140.88,2.3,40.06,0.04
83,11,149.98,3.1,35.51,0.04
83,12,131.58,3.94,30.59,0.04
83,13,134.98,3.7,33.52,0.03
83,14,195.8,2.15,53.96,0.03
83,15,190.83,2.16,51.3,0.04
83,16,123.74,2.86,50.54,0.03
83,17,127.78,2.67,51.02,0.03
83,18,119.91,3.43,43.28,0.04
83,19,114.99,2.79,58.01,0.03
83,20,108.94,3.4,38.23,0.02
83,21,188.34,2.03,59.29,0.02
83,22,135.5,2.89,55.43,0.02
83,23,164.23,3.5,55.29,0.03
83,24,183.55,3.19,38.0,0.03
83,25,135.05,2.34,49.9,0.04
83,26,151.61,2.81,34.44,0.03
83,27,179.83,2.76,36.05,0.02
83,28,198.57,3.59,47.97,0.03
83,29,188.86,2.51,47.87,0.03
83,30,161.84,2.08,50.38,0.03
83,31,199.02,3.56,53.73,0.03
83,32,114.37,2.58,51.24,0.02
83,33,187.96,3.67,48.28,0.03
83,34,112.11,3.58,47.94,0.03
83,35,191.37,3.88,40.73,0.04
83,36,198.5,2.41,53.85,0.02
83,37,193.23,2.0,55.67,0.03
83,38,121.62,2.51,39.88,0.03
83,39,193.95,3.58,30.79,0.02
83,40,178.1,3.32,43.08,0.02
83,41,189.58,2.34,42.65,0.04
83,42,152.96,2.33,51.68,0.04
83,43,195.8,3.52,56.47,0.03
83,44,166.82,2.71,43.77,0.03
83,45,190.44,2.2,51.78,0.02
83,46,194.99,3.78,52.62,0.03
83,47,123.49,2.5,37.45,0.03
83,48,178.18,3.75,38.22,0.03
83,49,194.37,3.48,41.85,0.03
83,50,109.24,3.72,40.97,0.02
83,51,104.07,2.6,44.54,0.03
83,52,187.7,3.64,38.09,0.04
83,53,159.47,2.13,56.64,0.03
83,54,190.65,3.09,46.91,0.02
83,55,135.4,3.11,51.81,0.02
83,56,169.54,3.44,45.64,0.03
83,57,186.66,2.29,38.93,0.03
83,58,183.45,3.64,32.71,0.02
83,59,166.53,2.39,31.14,0.04
83,60,177.23,3.98,40.49,0.02
83,61,181.36,2.93,44.33,0.04
83,62,123.21,3.69,50.44,0.03
83,63,179.41,2.21,44.94,0.02
83,64,189.95,2.69,45.08,0.04
83,65,103.78,3.52,52.91,0.04
83,66,165.88,2.64,41.15,0.02
83,67,185.39,3.19,56.5,0.04
83,68,103.48,2.33,47.08,0.03
83,69,115.69,2.22,59.95,0.02
83,70,159.68,2.27,42.32,0.04
83,71,179.54,3.1,47.81,0.02
83,72,113.8,3.38,49.59,0.03
83,73,141.9,3.17,42.17,0.04
83,74,116.15,2.9,33.9,0.04
83,75,138.61,2.06,45.59,0.02
83,76,133.7,2.99,42.73,0.03
83,77,183.78,3.36,52.82,0.04
83,78,102.94,2.96,57.79,0.02
83,79,184.19,2.28,52.5,0.02
83,80,145.28,2.74,51.23,0.03
83,81,104.93,2.11,53.69,0.03
83,82,146.81,3.52,38.67,0.03
83,83,118.59,2.25,35.99,0.02
83,84,186.73,3.92,59.5,0.03
83,85,176.39,2.58,44.53,0.04
83,86,138.88,2.93,38.76,0.03
83,87,175.18,2.57,33.28,0.04
83,88,183.29,2.79,34.98,0.04
83,89,181.84,2.62,54.11,0.03
83,90,173.95,2.44,43.73,0.02
83,91,129.12,2.39,43.26,0.02
83,92,173.49,3.79,30.87,0.04
83,93,141.11,2.32,50.8,0.02
83,94,126.84,3.25,41.3,0.02
83,95,137.51,2.84,54.09,0.02
83,96,152.87,3.61,53.45,0.03
83,97,133.03,2.25,42.2,0.02
83,98,189.0,3.34,54.86,0.03
83,99,128.41,3.84,35.25,0.04
84,0,116.51,2.1,38.36,0.04
84,1,184.7,3.92,48.19,0.03
84,2,194.03,3.5,54.19,0.03
84,3,148.8,3.32,41.65,0.02
84,4,140.42,2.66,43.4,0.03
84,5,129.88,2.09,56.29,0.03
84,6,177.52,2.72,33.63,0.03
84,7,148.43,3.34,51.54,0.03
84,8,160.8,3.4,48.09,0.03
84,9,149.25,2.33,36.61,0.04
84,10,138.09,2.03,55.98,0.04
84,11,156.11,2.73,59.18,0.04
84,12,132.35,3.05,34.93,0.04
84,13,148.12,2.99,49.86,0.03
84,14,180.74,2.56,37.42,0.02
84,15,166.73,2.65,48.19,0.02
84,16,104.3,2.27,34.35,0.03
84,17,180.95,3.27,55.43,0.02
84,18,123.36,3.11,31.9,0.04
84,19,112.11,2.04,37.29,0.04
84,20,140.6,2.58,46.86,0.04
84,21,107.96,2.47,38.71,0.02
84,22,107.27,2.89,39.27,0.03
84,23,113.91,2.88,30.07,0.02
84,24,114.34,2.67,40.01,0.03
84,25,131.73,2.78,35.04,0.04
84,26,173.39,3.97,47.41,0.04
84,27,102.52,3.47,33.5,0.03
84,28,146.13,2.61,48.82,0.03
84,29,152.68,2.92,44.61,0.04
84,30,135.69,3.26,32.16,0.03
84,31,161.72,2.57,43.43,0.02
84,32,126.72,2.28,51.78,0.02
84,33,104.89,2.06,57.12,0.04
84,34,160.2,2.58,51.76,0.02
84,35,138.48,3.43,34.57,0.04
84,36,162.03,3.12,31.09,0.04
84,37,181.61,3.5,51.53,0.04
84,38,192.89,2.67,32.52,0.03
84,39,186.26,2.28,45.87,0.04
84,40,138.28,2.55,44.88,0.03
84,41,193.66,3.4,41.5,0.02
84,42,160.06,2.01,58.63,0.04
84,43,147.64,2.89,55.74,0.03
84,44,127.17,3.98,57.28,0.02
84,45,122.12,3.12,37.8,0.03
84,46,114.38,3.59,36.23,0.03
84,47,182.3,2.16,50.43,0.04
84,48,139.27,2.92,30.09,0.03
84,49,114.77,2.84,47.05,0.02
84,50,171.08,3.67,40.73,0.03
84,51,144.18,2.13,59.81,0.03
84,52,159.57,3.87,38.05,0.02
84,53,133.22,3.09,45.75,0.03
84,54,163.56,3.58,32.73,0.04
84,55,147.25,2.01,35.23,0.04
84,56,110.13,3.42,34.29,0.03
84,57,113.12,2.4,42.48,0.03
84,58,193.64,2.28,54.81,0.04
84,59,163.01,3.28,41.79,0.03
84,60,115.79,2.55,45.79,0.04
84,61,181.48,2.38,51.09,0.03
84,62,123.02,2.64,47.41,0.03
84,63,179.57,2.14,53.63,0.03
84,64,134.34,2.79,43.85,0.04
84,65,105.75,2.54,54.56,0.02
84,66,196.3,2.34,45.05,0.03
84,67,122.35,2.96,56.82,0.04
84,68,186.61,2.43,46.47,0.04
84,69,178.42,3.04,59.91,0.02
84,70,143.61,3.74,52.32,0.02
84,71,142.4,2.94,35.82,0.03
84,72,130.54,3.3,43.49,0.03
84,73,162.18,3.43,30.65,0.03
84,74,124.08,2.54,32.66,0.04
84,75,109.64,3.75,54.78,0.03
84,76,146.63,3.55,41.76,0.03
84,77,160.83,2.77,42.08,0.03
84,78,134.23,2.63,44.68,0.04
84,79,109.26,2.94,41.83,0.03
84,80,126.32,2.21,55.33,0.03
84,81,133.89,2.29,31.21,0.02
84,82,140.89,3.82,56.29,0.04
84,83,174.82,3.37,49.3,0.04
84,84,156.5,3.89,50.08,0.02
84,85,117.63,3.44,50.24,0.03
84,86,103.41,3.17,50.25,0.04
84,87,101.03,2.53,38.45,0.04
84,88,107.39,3.49,47.84,0.03
84,89,182.38,2.55,44.02,0.04
84,90,193.91,3.9,31.7,0.04
84,91,130.8,2.32,42.97,0.02
84,92,159.4,2.4,43.83,0.03
84,93,178.19,2.75,38.7,0.02
84,94,132.91,3.96,50.47,0.03
84,95,161.39,3.8,41.58,0.02
84,96,127.7,3.25,53.13,0.02
84,97,145.69,3.19,59.77,0.03
84,98,107.86,2.49,33.99,0.02
84,99,195.57,3.54,36.93,0.04
85,0,185.65,2.38,49.86,0.04
85,1,139.4,2.06,50.17,0.04
85,2,168.48,3.06,30.68,0.04
85,3,110.92,2.64,38.05,0.02
85,4,115.14,2.51,49.74,0.04
85,5,113.66,2.19,34.52,0.03
85,6,110.2,3.75,48.98,0.03
85,7,119.33,3.4,59.94,0.02
85,8,163.75,2.09,55.23,0.03
85,9,183.76,4.0,50.44,0.02
85,10,166.33,2.91,55.5,0.03
85,11,165.11,3.69,40.85,0.03
85,12,154.31,2.71,32.89,0.03
85,13,170.9,3.47,43.26,0.03
85,14,195.92,3.4,48.04,0.03
85,15,184.21,2.47,30.85,0.03
85,16,141.48,3.53,53.83,0.04
85,17,147.19,2.5,59.43,0.04
85,18,172.48,3.54,43.49,0.03
85,19,137.75,2.17,43.14,0.04
85,20,112.23,3.58,43.43,0.04
85,21,106.7,3.92,53.48,0.04
85,22,107.07,2.73,55.79,0.02
85,23,111.86,2.86,54.5,0.03
85,24,181.82,2.75,41.8,0.04
85,25,185.09,2.78,37.62,0.03
85,26,161.56,2.6,54.84,0.03
85,27,115.42,2.44,32.11,0.02
85,28,149.93,2.86,33.03,0.03
85,29,129.64,3.14,56.85,0.03
85,30,106.16,3.46,57.31,0.02
85,31,139.16,3.06,47.4,0.02
85,32,178.2,2.13,44.06,0.02
85,33,139.8,3.25,41.42,0.03
85,34,179.66,2.21,47.11,0.04
85,35,169.68,3.79,45.96,0.03
85,36,159.34,2.31,53.39,0.02
85,37,182.22,3.36,59.11,0.03
85,38,105.11,3.11,58.89,0.03
85,39,112.67,3.36,59.21,0.03
85,40,112.98,3.51,47.98,0.04
85,41,114.04,3.82,31.66,0.03
85,42,163.28,2.31,33.18,0.03
85,43,157.6,3.91,40.52,0.03
85,44,150.26,3.69,37.85,0.04
85,45,194.59,2.55,31.98,0.02
85,46,124.34,3.23,34.04,0.03
85,47,151.53,4.0,50.34,0.03
85,48,144.03,2.96,32.21,0.03
85,49,130.24,2.79,44.98,0.02
85,50,133.02,2.72,30.19,0.04
85,51,161.81,3.92,56.68,0.03
85,52,152.12,2.43,56.99,0.04
85,53,188.82,2.43,59.95,0.02
85,54,195.44,3.06,56.63,0.03
85,55,124.32,2.77,47.63,0.03
85,56,132.28,2.96,30.6,0.02
85,57,173.43,2.13,56.27,0.03
85,58,139.07,2.56,50.3,0.04
85,59,194.77,2.1,54.21,0.02
85,60,155.0,3.87,43.84,0.03
85,61,108.25,3.11,35.26,0.03
85,62,169.38,3.15,44.27,0.03
85,63,181.28,2.84,44.93,0.03
85,64,166.71,3.88,51.37,0.03
85,65,143.38,3.4,41.92,0.02
85,66,174.49,3.86,32.4,0.03
85,67,115.65,3.74,31.78,0.02
85,68,100.94,3.82,50.03,0.02
85,69,142.13,3.24,49.84,0.03
85,70,106.73,3.02,34.47,0.02
85,71,125.91,3.3,56.93,0.03
85,72,104.69,2.62,46.82,0.02
85,73,174.02,3.67,47.66,0.03
85,74,181.03,3.86,57.36,0.03
85,75,184.28,2.66,54.28,0.02
85,76,188.39,3.63,39.25,0.03
85,77,184.25,2.79,53.57,0.02
85,78,168.41,3.94,30.09,0.02
85,79,144.41,3.93,49.54,0.03
85,80,108.28,3.96,38.65,0.03
85,81,141.51,3.34,57.63,0.03
85,82,106.39,2.49,46.44,0.03
85,83,130.84,2.82,39.22,0.03
85,84,106.3,3.67,51.99,0.03
85,85,172.85,2.72,47.18,0.03
85,86,161.58,2.52,55.09,0.04
85,87,145.23,2.37,50.59,0.02
85,88,127.46,2.6,49.05,0.03
85,89,152.91,3.5,42.88,0.03
85,90,123.89,3.61,52.79,0.03
85,91,152.02,2.63,51.86,0.03
85,92,117.0,3.18,50.82,0.03
85,93,178.89,3.72,44.82,0.03
85,94,128.5,3.57,55.59,0.04
85,95,161.29,3.12,59.43,0.03
85,96,174.9,3.78,31.3,0.03
85,97,104.52,3.22,45.96,0.02
85,98,184.97,2.38,42.45,0.03
85,99,155.2,2.5,57.55,0.04
86,0,179.64,3.48,47.6,0.02
86,1,163.38,2.17,31.44,0.03
86,2,154.35,2.6,35.27,0.03
86,3,162.37,3.75,44.41,0.03
86,4,162.94,3.89,37.5,0.04
86,5,113.86,3.21,45.07,0.03
86,6,128.76,3.44,59.03,0.03
86,7,137.15,2.2,38.3,0.04
86,8,166.24,3.88,55.85,0.02
86,9,111.67,2.34,31.89,0.04
86,10,137.38,3.95,51.6,0.03
86,11,144.58,3.42,35.61,0.03
86,12,166.03,3.68,43.92,0.03
86,13,184.12,3.85,30.98,0.02
86,14,116.62,3.08,44.33,0.03
86,15,132.57,3.67,30.3,0.04
86,16,149.04,3.6,53.98,0.04
86,17,108.07,3.56,36.76,0.03
86,18,127.97,2.12,34.03,0.04
86,19,121.61,2.93,57.57,0.03
86,20,110.54,2.39,35.18,0.03
86,21,156.85,3.16,54.09,0.02
86,22,143.91,2.88,41.75,0.04
86,23,155.87,3.53,41.74,0.02
86,24,170.4,2.22,47.95,0.03
86,25,174.36,2.99,35.08,0.02
86,26,159.88,2.86,31.7,0.03
86,27,124.11,2.79,43.21,0.04
86,28,183.92,3.53,31.72,0.03
86,29,116.44,2.74,48.42,0.04
86,30,122.39,2.68,58.12,0.03
86,31,171.95,2.12,37.25,0.02
86,32,162.86,3.91,50.64,0.03
86,33,115.38,2.32,39.13,0.03
86,34,138.51,2.55,55.23,0.03
86,35,156.27,2.39,43.46,0.03
86,36,149.0,3.61,55.53,0.02
86,37,153.1,2.55,53.98,0.03
86,38,147.17,3.49,52.53,0.04
86,39,144.86,3.91,43.45,0.02
86,40,181.48,3.49,32.58,0.03
86,41,169.79,3.62,38.25,0.04
86,42,103.66,3.31,31.74,0.04
86,43,187.35,2.38,41.18,0.04
86,44,168.21,3.94,33.7,0.03
86,45,189.13,3.5,52.54,0.04
86,46,188.1,3.48,46.0,0.03
86,47,182.37,3.41,35.34,0.04
86,48,138.93,3.06,38.28,0.02
86,49,185.05,3.96,56.7,0.02
86,50,118.27,3.01,42.93,0.03
86,51,130.06,2.55,37.19,0.03
86,52,158.47,3.16,57.36,0.03
86,53,168.06,2.2,34.54,0.03
86,54,169.92,3.94,51.3,0.03
86,55,135.1,3.53,44.51,0.03
86,56,161.53,2.0,50.85,0.02
86,57,179.04,3.58,56.97,0.03
86,58,184.87,3.06,32.93,0.03
86,59,115.62,3.13,58.47,0.02
86,60,110.62,2.82,53.28,0.02
86,61,158.69,3.92,35.58,0.03
86,62,106.99,3.59,59.09,0.02
86,63,106.51,3.97,49.15,0.02
86,64,156.04,3.41,52.65,0.03
86,65,137.12,3.19,46.68,0.03
86,66,125.81,3.22,38.88,0.04
86,67,141.95,3.76,36.89,0.04
86,68,111.81,2.54,50.72,0.03
86,69,188.06,2.58,37.74,0.02
86,70,161.56,2.63,49.75,0.04
86,71,192.92,3.06,57.46,0.02
86,72,153.78,2.51,49.06,0.02
86,73,148.94,2.99,47.29,0.02
86,74,118.55,2.7,45.16,0.04
86,75,192.59,3.09,51.65,0.02
86,76,108.58,3.74,51.9,0.03
86,77,184.53,3.53,31.82,0.04
86,78,151.39,3.37,46.32,0.03
86,79,114.46,3.84,47.64,0.04
86,80,131.01,3.05,50.29,0.03
86,81,115.57,2.06,49.56,0.02
86,82,176.56,3.02,45.5,0.04
86,83,181.6,2.74,58.02,0.03
86,84,109.36,3.36,36.82,0.03
86,85,105.95,3.55,37.35,0.02
86,86,182.98,3.42,34.97,0.02
86,87,188.12,2.66,49.64,0.03
86,88,175.45,2.63,44.9,0.03
86,89,101.92,3.67,42.8,0.03
86,90,109.15,3.74,32.98,0.04
86,91,186.93,3.19,51.03,0.03
86,92,118.41,3.47,56.81,0.04
86,93,134.91,3.73,55.06,0.03
86,94,180.15,3.36,49.21,0.03
86,95,103.5,3.35,41.71,0.03
86,96,139.05,2.25,33.16,0.02
86,97,183.39,3.35,41.33,0.03
86,98,171.48,3.59,35.01,0.03
86,99,159.55,3.75,51.01,0.02
87,0,131.17,3.0,50.12,0.03
87,1,110.74,2.49,55.81,0.04
87,2,100.61,3.62,56.64,0.02
87,3,123.11,3.06,41.72,0.04
87,4,133.11,3.65,41.65,0.03
87,5,157.05,3.05,46.3,0.04
87,6,129.63,2.23,36.88,0.04
87,7,104.67,2.44,51.11,0.03
87,8,157.04,2.65,43.56,0.04
87,9,121.04,2.22,30.26,0.03
87,10,109.84,2.56,52.06,0.03
87,11,178.39,2.97,51.71,0.03
87,12,136.15,3.27,49.43,0.03
87,13,181.63,2.27,47.5,0.02
87,14,121.44,3.45,38.94,0.03
87,15,185.34,2.98,35.33,0.04
87,16,188.2,3.92,47.35,0.03
87,17,110.2,2.19,49.49,0.03
87,18,147.02,3.65,54.53,0.03
87,19,191.16,2.5,33.4,0.03
87,20,104.47,3.04,57.71,0.04
87,21,111.02,3.1,46.1,0.03
87,22,135.19,3.33,39.74,0.03
87,23,148.07,3.48,33.75,0.03
87,24,139.22,3.76,51.43,0.03
87,25,121.25,2.1,52.46,0.03
87,26,185.53,3.31,32.47,0.03
87,27,105.21,2.49,59.79,0.03
87,28,164.8,2.81,48.03,0.02
87,29,192.58,2.2,51.84,0.03
87,30,104.83,3.56,46.97,0.02
87,31,108.34,3.31,45.97,0.02
87,32,136.32,2.26,37.74,0.04
87,33,112.05,3.42,57.78,0.03
87,34,101.14,3.86,43.49,0.03
87,35,161.8,3.26,39.4,0.03
87,36,128.65,3.03,57.37,0.02
87,37,182.93,3.2,45.91,0.04
87,38,104.8,3.75,53.74,0.04
87,39,186.71,2.5,40.43,0.03
87,40,132.34,2.15,55.68,0.03
87,41,157.55,3.24,36.58,0.02
87,42,177.84,2.7,45.17,0.03
87,43,171.51,2.64,46.62,0.03
87,44,144.17,3.16,53.42,0.03
87,45,113.75,2.18,50.15,0.02
87,46,102.72,3.6,51.03,0.02
87,47,108.71,2.78,38.47,0.03
87,48,184.84,3.71,38.87,0.02
87,49,141.54,2.59,51.65,0.03
87,50,117.31,2.01,51.46,0.04
87,51,176.28,3.61,48.75,0.02
87,52,107.53,2.85,50.68,0.04
87,53,181.59,3.87,56.73,0.04
87,54,129.91,2.13,31.34,0.03
87,55,196.57,2.55,35.84,0.03
87,56,134.94,2.74,34.54,0.03
87,57,180.23,3.42,52.93,0.04
87,58,119.96,2.05,56.04,0.03
87,59,107.65,2.07,31.38,0.03
87,60,189.87,2.35,51.42,0.03
87,61,116.64,2.02,46.19,0.04
87,62,105.36,2.49,34.21,0.03
87,63,156.86,2.58,34.0,0.04
87,64,169.81,2.7,47.67,0.02
87,65,194.96,2.07,34.54,0.03
87,66,181.11,3.33,53.16,0.03
87,67,184.73,2.76,30.76,0.02
87,68,116.23,3.97,43.28,0.03
87,69,173.51,2.28,34.77,0.03
87,70,149.32,2.66,57.08,0.04
87,71,141.84,3.22,48.03,0.03
87,72,196.7,2.47,32.13,0.04
87,73,198.81,2.09,31.29,0.03
87,74,108.01,3.96,33.42,0.03
87,75,184.69,3.18,34.4,0.02
87,76,160.27,2.28,38.7,0.02
87,77,125.89,3.8,32.7,0.03
87,78,158.37,3.91,39.27,0.04
87,79,117.74,2.54,52.83,0.03
87,80,156.79,3.1,44.61,0.03
87,81,130.91,2.67,47.86,0.04
87,82,103.97,2.94,39.67,0.03
87,83,199.74,2.59,43.79,0.03
87,84,154.83,3.35,37.77,0.03
87,85,184.82,2.2,41.72,0.02
87,86,151.58,2.99,52.55,0.04
87,87,191.43,2.18,31.05,0.03
87,88,148.19,3.73,52.1,0.03
87,89,130.88,3.69,59.58,0.02
87,90,188.28,2.91,44.95,0.04
87,91,158.61,3.8,51.42,0.03
87,92,161.7,3.55,56.92,0.04
87,93,109.38,3.64,30.43,0.04
87,94,154.42,2.87,56.93,0.02
87,95,138.89,3.67,35.85,0.03
87,96,175.23,2.85,51.16,0.02
87,97,157.5,3.73,49.66,0.03
87,98,196.07,3.64,48.35,0.02
87,99,180.95,2.09,32.09,0.02
88,0,182.22,2.4,30.72,0.03
88,1,184.15,2.99,57.98,0.02
88,2,115.5,3.92,49.67,0.02
88,3,145.17,3.66,33.97,0.03
88,4,149.04,3.63,42.26,0.04
88,5,146.28,2.43,32.48,0.03
88,6,119.39,2.92,37.93,0.04
88,7,116.84,2.14,31.42,0.03
88,8,139.37,3.4,39.0,0.03
88,9,148.9,2.77,55.53,0.04
88,10,133.87,3.56,40.41,0.04
88,11,123.81,3.77,44.71,0.03
88,12,166.66,2.58,52.92,0.04
88,13,184.82,2.75,47.47,0.03
88,14,188.63,3.89,44.66,0.04
88,15,141.03,3.97,33.21,0.03
88,16,156.5,3.37,54.65,0.03
88,17,130.75,3.31,47.37,0.04
88,18,187.73,2.03,39.17,0.03
88,19,192.37,3.58,42.08,0.03
88,20,176.68,3.37,49.96,0.02
88,21,122.37,2.03,47.83,0.03
88,22,123.56,3.88,43.73,0.04
88,23,184.95,2.84,58.92,0.04
88,24,158.12,3.16,37.33,0.03
88,25,102.16,3.03,50.97,0.04
88,26,109.12,3.49,30.94,0.03
88,27,181.63,3.05,46.27,0.03
88,28,150.49,3.87,37.74,0.02
88,29,133.27,3.97,55.22,0.03
88,30,139.27,3.84,40.27,0.03
88,31,184.95,3.7,43.48,0.03
88,32,151.42,3.29,43.51,0.03
88,33,162.11,3.94,37.63,0.04
88,34,196.96,3.85,40.9,0.02
88,35,111.91,3.2,30.58,0.04
88,36,117.36,2.82,34.93,0.03
88,37,106.1,3.38,43.32,0.04
88,38,122.58,2.74,35.09,0.04
88,39,119.92,2.1,32.23,0.02
88,40,137.17,2.4,41.37,0.03
88,41,173.23,2.71,50.43,0.02
88,42,145.47,2.93,47.01,0.02
88,43,111.94,2.74,36.12,0.03
88,44,145.74,3.9,45.38,0.03
88,45,118.17,3.63,37.27,0.03
88,46,196.9,2.34,35.71,0.02
88,47,163.29,2.97,41.37,0.03
88,48,124.78,3.34,43.53,0.02
88,49,132.65,3.73,41.93,0.04
88,50,132.53,3.96,42.31,0.03
88,51,129.66,2.6,58.86,0.02
88,52,127.69,2.38,54.46,0.04
88,53,103.27,2.98,48.94,0.04
88,54,106.63,2.81,55.35,0.03
88,55,150.54,2.49,40.66,0.04
88,56,145.53,3.28,36.17,0.03
88,57,104.64,2.97,59.76,0.03
88,58,179.46,2.35,40.26,0.04
88,59,131.19,2.4,31.49,0.02
88,60,179.98,3.84,45.65,0.03
88,61,113.73,2.5,54.06,0.03
88,62,130.97,2.57,57.94,0.03
88,63,181.64,3.16,48.13,0.03
88,64,159.11,2.61,45.26,0.02
88,65,176.3,2.09,40.91,0.03
88,66,178.9,3.79,51.19,0.04
88,67,104.99,2.67,52.73,0.02
88,68,101.33,3.74,30.15,0.04
88,69,117.6,3.94,34.34,0.03
88,70,108.31,3.52,35.49,0.03
88,71,123.76,2.39,39.25,0.04
88,72,199.35,3.3,31.63,0.03
88,73,125.12,2.66,57.9,0.02
88,74,152.98,3.21,38.42,0.02
88,75,198.91,3.74,59.53,0.03
88,76,108.39,3.35,54.75,0.02
88,77,162.46,3.6,57.46,0.04
88,78,161.32,3.57,48.36,0.03
88,79,136.54,3.23,50.37,0.04
88,80,157.43,3.45,42.7,0.03
88,81,152.74,3.54,45.0,0.03
88,82,157.74,3.77,53.88,0.04
88,83,112.63,2.27,55.06,0.04
88,84,158.91,2.04,31.36,0.02
88,85,135.47,3.88,52.62,0.03
88,86,195.77,3.95,56.4,0.03
88,87,179.85,2.0,51.18,0.04
88,88,187.68,2.9,38.78,0.04
88,89,189.09,3.23,37.51,0.03
88,90,117.57,3.2,54.44,0.04
88,91,143.49,3.39,30.46,0.03
88,92,188.65,3.32,33.51,0.02
88,93,156.69,3.19,30.81,0.03
88,94,139.71,2.04,45.41,0.03
88,95,115.29,2.79,43.82,0.03
88,96,187.71,3.29,50.32,0.03
88,97,179.44,2.18,36.74,0.02
88,98,132.03,2.84,45.26,0.03
88,99,139.65,2.36,46.05,0.03
89,0,151.0,2.59,43.63,0.03
89,1,137.2,2.41,39.31,0.03
89,2,164.19,3.35,39.51,0.03
89,3,173.05,2.2,40.93,0.03
89,4,162.77,3.51,45.24,0.02
89,5,104.03,2.24,30.6,0.02
89,6,179.59,2.54,30.49,0.04
89,7,132.02,3.05,42.14,0.03
89,8,115.8,3.36,37.29,0.02
89,9,173.57,3.8,30.92,0.04
89,10,112.47,3.81,54.73,0.03
89,11,173.46,2.07,49.96,0.03
89,12,178.37,3.53,59.6,0.03
89,13,159.03,2.23,44.88,0.03
89,14,145.0,2.35,34.4,0.03
89,15,147.13,3.92,38.69,0.03
89,16,161.77,2.37,54.85,0.03
89,17,193.71,3.64,45.51,0.04
89,18,115.09,2.59,41.45,0.04
89,19,192.17,3.1,56.5,0.03
89,20,175.44,2.82,35.02,0.03
89,21,166.92,3.35,58.81,0.03
89,22,125.45,2.59,55.79,0.04
89,23,141.03,3.64,56.61,0.03
89,24,102.83,3.34,49.02,0.02
89,25,165.59,3.4,31.31,0.02
89,26,125.25,3.83,51.75,0.04
89,27,113.63,3.83,39.67,0.03
89,28,114.07,3.23,33.5,0.03
89,29,116.44,2.29,56.54,0.02
89,30,151.97,2.98,37.35,0.03
89,31,155.03,3.46,45.98,0.04
89,32,192.37,3.51,57.64,0.04
89,33,100.08,2.26,39.54,0.03
89,34,156.21,3.73,59.95,0.04
89,35,132.52,3.19,37.72,0.03
89,36,171.61,2.49,59.6,0.02
89,37,160.83,3.99,43.46,0.03
89,38,136.12,2.05,52.1,0.03
89,39,181.5,2.76,32.68,0.03
89,40,137.58,3.36,33.41,0.03
89,41,154.01,3.06,31.31,0.03
89,42,174.87,3.3,32.92,0.03
89,43,169.83,3.36,44.72,0.02
89,44,118.56,2.06,37.34,0.03
89,45,125.63,3.34,38.98,0.03
89,46,101.58,3.22,52.86,0.03
89,47,150.51,3.19,55.68,0.04
89,48,148.07,2.28,45.07,0.03
89,49,100.6,2.89,30.49,0.03
89,50,192.75,2.63,49.64,0.03
89,51,137.48,2.19,41.61,0.04
89,52,194.77,2.94,52.04,0.03
89,53,197.94,2.46,41.91,0.03
89,54,186.45,2.25,33.07,0.03
89,55,118.79,2.36,56.26,0.03
89,56,136.27,3.23,38.38,0.04
89,57,174.78,2.26,35.0,0.03
89,58,184.71,2.16,40.32,0.03
89,59,140.94,3.31,48.57,0.04
89,60,137.12,3.08,33.31,0.03
89,61,147.76,3.13,53.93,0.02
89,62,176.54,3.53,56.49,0.04
89,63,185.47,2.07,47.92,0.04
89,64,119.52,2.89,38.82,0.03
89,65,113.76,2.78,58.05,0.03
89,66,193.92,3.26,43.97,0.03
89,67,110.42,3.73,51.31,0.03
89,68,136.36,3.75,35.45,0.02
89,69,104.3,2.38,39.71,0.04
89,70,107.62,3.07,40.87,0.03
89,71,107.22,3.74,37.34,0.03
89,72,115.71,3.41,41.82,0.04
89,73,131.37,2.89,37.95,0.02
